Carbon_%,Silicon_%,Manganese_%,Sulphur_%,Phosphorus_%,Nickel_%,Chromium_%,Molybdenum_%,Vanadium_%,Copper_%,Cobalt_%,Tungsten_%,Oxygen_weight%,Titanium_weight%,Nitrogen_weight%,Aluminium_weight%,Boron_weight%,Niobium_weight%,Tin_weight%,Arsenic_weight%,Antimony_weight%,Interpass_Temp_C,PWHT_Temp_C,PWHT_Time_hours,Yield_Strength_MPa,UTS_MPa,Elongation_%,Reduction_Area_%,Charpy_Temp_C,Charpy_Energy_J,Hardness_kg_mm2,FATT_50%,Primary_Ferrite_%,Ferrite_2nd_Phase_%,Acicular_Ferrite_%,Martensite_%,Ferrite_Carbide_%,Power_W,Heat_Input_J_mm,Electrode_Polarity_+,Electrode_Polarity_-,Electrode_Polarity_0,Weld_Type_FCA,Weld_Type_GMAA,Weld_Type_GTAA,Weld_Type_MMA,Weld_Type_NGGMA,Weld_Type_NGSAW,Weld_Type_SA,Weld_Type_SAA,Weld_Type_ShMA,Weld_Type_TSA
-1.612393832700707,-0.254200346497623,-1.4470950728412924,-0.13641538098786904,-0.04869270946873234,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.1469032581546355,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,-1.4718089227888351,-0.5480017419587789,-0.8630845642814114,-0.4817137434657648,-0.37593164262206175,-0.36314039830408695,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.10714765849000296,-0.1915630852438562,1.4686728368860535,-1.2559242695116637,-1.4494453811634975,1.1495757824453112,0.9865389106066245,,,,,,,,,,-0.5277906572809166,-0.540021498904255,1,0,0,0,0,0,1,0,0,0,0,0,0
-1.612393832700707,-0.254200346497623,-1.4470950728412924,-0.13641538098786904,-0.04869270946873234,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.1469032581546355,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,-1.4718089227888351,-0.5480017419587789,-0.8630845642814114,-0.4817137434657648,-0.37593164262206175,-0.36314039830408695,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.10714765849000296,-1.0674932074238355,-0.8286032285599076,,,,,0.1902819180435789,0.24577812998188633,,,,,,,,-0.5277906572809166,-0.540021498904255,1,0,0,0,0,0,1,0,0,0,0,0,0
-1.612393832700707,-0.254200346497623,-1.4470950728412924,-0.13641538098786904,-0.04869270946873234,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.1469032581546355,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,-1.4718089227888351,-0.5480017419587789,-0.8630845642814114,-0.4817137434657648,-0.37593164262206175,-0.36314039830408695,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.10714765849000296,0.9646646760337163,-0.500420933496199,-1.4929781691583668,-1.562342568714478,1.8240792260441614,0.9865389106066245,-0.09774598958567164,0.24577812998188633,,,,,,,,-0.5277906572809166,-0.540021498904255,1,0,0,0,0,0,1,0,0,0,0,0,0
-1.612393832700707,-0.1652490708327061,-0.4523855674136488,-0.22562670950691982,0.05354952703722466,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.1469032581546355,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,-1.4718089227888351,-0.5480017419587789,-0.8630845642814114,-0.4817137434657648,-0.37593164262206175,-0.36314039830408695,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.10714765849000296,-0.1915630852438562,1.4686728368860535,-1.0296455471216288,-1.0881743810003597,1.0064992944091917,0.9865389106066245,,,,,,,,,,-0.5277906572809166,-0.540021498904255,1,0,0,0,0,0,1,0,0,0,0,0,0
-1.612393832700707,-0.1652490708327061,-0.4523855674136488,-0.22562670950691982,0.05354952703722466,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.1469032581546355,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,-1.4718089227888351,-0.5480017419587789,-0.8630845642814114,-0.4817137434657648,-0.37593164262206175,-0.36314039830408695,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.10714765849000296,-1.0674932074238355,-0.8286032285599076,,,,,-0.38577389721492217,0.24577812998188633,,,1.1738925922508339,0.09659592542831161,-0.549537573645297,-0.10660035817780521,-0.3152963125472329,-0.5277906572809166,-0.540021498904255,1,0,0,0,0,0,1,0,0,0,0,0,0
-1.612393832700707,-0.1652490708327061,-0.4523855674136488,-0.22562670950691982,0.05354952703722466,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.1469032581546355,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,-1.4718089227888351,-0.5480017419587789,-0.8630845642814114,-0.4817137434657648,-0.37593164262206175,-0.36314039830408695,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.10714765849000296,0.9646646760337163,-0.500420933496199,-1.1481724969449805,-1.178492131041144,0.9656202978274434,0.9865389106066245,-0.27056273416322196,0.24577812998188633,,,,,,,,-0.5277906572809166,-0.540021498904255,1,0,0,0,0,0,1,0,0,0,0,0,0
-1.3193948575468908,0.19055603182696104,0.5946770698786071,-0.22562670950691982,0.05354952703722466,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.1469032581546355,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,-1.4718089227888351,-0.5480017419587789,-0.8630845642814114,-0.4817137434657648,-0.37593164262206175,-0.36314039830408695,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.10714765849000296,-0.1915630852438562,1.4686728368860535,-0.437010798004871,-0.48981928698016247,0.6385883251734555,0.7735396245284556,,,,,,,,,,-0.5277906572809166,-0.540021498904255,1,0,0,0,0,0,1,0,0,0,0,0,0
-1.3193948575468908,0.19055603182696104,0.5946770698786071,-0.22562670950691982,0.05354952703722466,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.1469032581546355,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,-1.4718089227888351,-0.5480017419587789,-0.8630845642814114,-0.4817137434657648,-0.37593164262206175,-0.36314039830408695,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.10714765849000296,-1.0674932074238355,-0.8286032285599076,,,,,-0.5297878510295475,0.24577812998188633,,,,,,,,-0.5277906572809166,-0.540021498904255,1,0,0,0,0,0,1,0,0,0,0,0,0
-1.3193948575468908,0.19055603182696104,0.5946770698786071,-0.22562670950691982,0.05354952703722466,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.1469032581546355,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,-1.4718089227888351,-0.5480017419587789,-0.8630845642814114,-0.4817137434657648,-0.37593164262206175,-0.36314039830408695,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.10714765849000296,0.9646646760337163,-0.500420933496199,-0.7818164702182574,-0.7381930995923197,1.088257287572689,0.7847501132694112,-0.6738018048441727,0.24577812998188633,,,,,,,,-0.5277906572809166,-0.540021498904255,1,0,0,0,0,0,1,0,0,0,0,0,0
-1.2775378610963455,0.012653480497127712,1.6940928390354766,-0.22562670950691982,0.15579176354318167,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.1469032581546355,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,-1.4718089227888351,-0.5480017419587789,-0.8630845642814114,-0.4817137434657648,-0.37593164262206175,-0.36314039830408695,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.10714765849000296,-0.1915630852438562,1.4686728368860535,0.05864735580187193,-0.07209969304153423,0.35243534910121677,0.5605403384502851,,,,,,,,,,-0.5277906572809166,-0.540021498904255,1,0,0,0,0,0,1,0,0,0,0,0,0
-1.2775378610963455,0.012653480497127712,1.6940928390354766,-0.22562670950691982,0.15579176354318167,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.1469032581546355,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,-1.4718089227888351,-0.5480017419587789,-0.8630845642814114,-0.4817137434657648,-0.37593164262206175,-0.36314039830408695,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.10714765849000296,-1.0674932074238355,-0.8286032285599076,,,,,-0.09774598958567164,0.24577812998188633,,,-0.5650000145678237,-0.423132151604452,0.30688461904867215,-0.10660035817780521,-0.3152963125472329,-0.5277906572809166,-0.540021498904255,1,0,0,0,0,0,1,0,0,0,0,0,0
-1.2775378610963455,0.012653480497127712,1.6940928390354766,-0.22562670950691982,0.15579176354318167,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.1469032581546355,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,-1.4718089227888351,-0.5480017419587789,-0.8630845642814114,-0.4817137434657648,-0.37593164262206175,-0.36314039830408695,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.10714765849000296,0.9646646760337163,-0.500420933496199,-0.3184838481815194,-0.20757631810271096,0.22979835935597112,0.5717508271912424,-0.15535157111152176,0.24577812998188633,,,,,,,,-0.5277906572809166,-0.540021498904255,1,0,0,0,0,0,1,0,0,0,0,0,0
-1.5286798397996166,-0.0762977951677892,-1.4209185069089858,-0.3148380380259706,-0.09981382772171088,0.6448043523361984,-0.42745181015783823,-0.5635698626080055,-0.1469032581546355,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,-1.4718089227888351,-0.5480017419587789,-0.8630845642814114,-0.4817137434657648,-0.37593164262206175,-0.36314039830408695,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.10714765849000296,-0.1915630852438562,1.4686728368860535,-1.0511959016349655,-1.2462304435717324,1.2926522704814314,0.8408025569741928,,,,,,,,,,-0.5277906572809166,-0.540021498904255,1,0,0,0,0,0,1,0,0,0,0,0,0
-1.5286798397996166,-0.0762977951677892,-1.4209185069089858,-0.3148380380259706,-0.09981382772171088,0.6448043523361984,-0.42745181015783823,-0.5635698626080055,-0.1469032581546355,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,-1.4718089227888351,-0.5480017419587789,-0.8630845642814114,-0.4817137434657648,-0.37593164262206175,-0.36314039830408695,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.10714765849000296,0.9646646760337163,-0.500420933496199,-1.1589476742016487,-1.347837912367615,1.619684243135419,0.9865389106066245,,,,,,,,,,-0.5277906572809166,-0.540021498904255,1,0,0,0,0,0,1,0,0,0,0,0,0
-1.444965846898526,0.012653480497127712,-0.5047386992782618,-0.3148380380259706,-0.09981382772171088,0.5721281584933551,-0.42745181015783823,-0.5635698626080055,-0.1469032581546355,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,-1.4718089227888351,-0.5480017419587789,-0.8630845642814114,-0.4817137434657648,-0.37593164262206175,-0.36314039830408695,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.10714765849000296,-0.1915630852438562,1.4686728368860535,-0.4801115070315443,-0.8172211308780062,0.6794673217552046,0.6726452258598482,,,,,,,,,,-0.5277906572809166,-0.540021498904255,1,0,0,0,0,0,1,0,0,0,0,0,0
-1.444965846898526,0.012653480497127712,-0.5047386992782618,-0.3148380380259706,-0.09981382772171088,0.5721281584933551,-0.42745181015783823,-0.5635698626080055,-0.1469032581546355,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,-1.4718089227888351,-0.5480017419587789,-0.8630845642814114,-0.4817137434657648,-0.37593164262206175,-0.36314039830408695,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.10714765849000296,-1.0674932074238355,-0.8286032285599076,,,,,,,,,-0.015876033467195013,0.8053160304729893,-0.6351797929146938,-0.10660035817780521,-0.3152963125472329,-0.5277906572809166,-0.540021498904255,1,0,0,0,0,0,1,0,0,0,0,0,0
-1.444965846898526,0.012653480497127712,-0.5047386992782618,-0.3148380380259706,-0.09981382772171088,0.5721281584933551,-0.42745181015783823,-0.5635698626080055,-0.1469032581546355,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,-1.4718089227888351,-0.5480017419587789,-0.8630845642814114,-0.4817137434657648,-0.37593164262206175,-0.36314039830408695,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.10714765849000296,0.9646646760337163,-0.500420933496199,-0.8895682427849406,-0.9978566309595751,1.088257287572689,0.8856445119380186,,,,,,,,,,-0.5277906572809166,-0.540021498904255,1,0,0,0,0,0,1,0,0,0,0,0,0
-1.0263958823930746,-0.0762977951677892,0.5161473720816879,-0.22562670950691982,0.05354952703722466,0.5357900615719333,-0.42745181015783823,-0.5635698626080055,-0.1469032581546355,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,-1.4718089227888351,-0.5480017419587789,-0.8630845642814114,-0.4817137434657648,-0.37593164262206175,-0.36314039830408695,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.10714765849000296,-0.1915630852438562,1.4686728368860535,0.004771469518530308,-0.29789406814349545,0.4750723388464624,0.5717508271912424,,,,,,,,,,-0.5277906572809166,-0.540021498904255,1,0,0,0,0,0,1,0,0,0,0,0,0
